Column,Código,Carpeta,Expediente,Tipo documental,Título,Descripción,Autor,Fecha inicial,Fecha final,B/N o Color,Dimensiones,Observaciones,publicable,Número de imágenes,Personajes,img,Column2,Column3,Formato,ruta_doc,doc_existe,ruta_alta,alta_existe,ruta_media,media_existe,archivos_media,ruta_baja,baja_existe,ruta_mini,mini_existe,urls
18,HD_CP01_EXP01_NEG03_FOT06,CP01,EXP01,Negativo,,"Fotografía tomada por Hernán Díaz a los mellizos. En ella, aparecen Jorge y Álvaro Díaz acompañados por más niños, quiénes están en la presencia de un elefante, el cual parece ser la atracción principal. ",Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG03/HD_CP01_EXP01_NEG03_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG03/HD_CP01_EXP01_NEG03_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG03/HD_CP01_EXP01_NEG03_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG03/HD_CP01_EXP01_NEG03_FOT06/MEDIA/HD_CP01_EXP01_NEG03_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG03/HD_CP01_EXP01_NEG03_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG03/HD_CP01_EXP01_NEG03_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG03_FOT06.jpg
19,HD_CP01_EXP01_NEG04_FOT01,CP01,EXP01,Negativo,,"Fotografía tomada por Hernán Díaz a los mellizos. En ella, aparecen Jorge y Álvaro Díaz acompañados por más niños, quiénes están en la presencia de un elefante, el cual parece ser la atracción principal. ",Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT01/MEDIA/HD_CP01_EXP01_NEG04_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG04_FOT01.jpg
20,HD_CP01_EXP01_NEG04_FOT02,CP01,EXP01,Negativo,,"Fotografía tomada por Hernán Díaz a los mellizos. En ella, aparecen Jorge y Álvaro Díaz acompañados por más niños, quiénes están en la presencia de un elefante, el cual parece ser la atracción principal. ",Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT02/MEDIA/HD_CP01_EXP01_NEG04_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG04_FOT02.jpg
21,HD_CP01_EXP01_NEG04_FOT03,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio.,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT03/MEDIA/HD_CP01_EXP01_NEG04_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG04_FOT03.jpg
22,HD_CP01_EXP01_NEG04_FOT04,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio.,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT04/MEDIA/HD_CP01_EXP01_NEG04_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG04_FOT04.jpg
23,HD_CP01_EXP01_NEG04_FOT05,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio.,Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT05/MEDIA/HD_CP01_EXP01_NEG04_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG04_FOT05.jpg
24,HD_CP01_EXP01_NEG04_FOT06,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio.,Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT06/MEDIA/HD_CP01_EXP01_NEG04_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG04/HD_CP01_EXP01_NEG04_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG04_FOT06.jpg
25,HD_CP01_EXP01_NEG05_FOT01,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio. Se encuentran sentados en una mesa y están viendo hacia arriba. ,Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT01/MEDIA/HD_CP01_EXP01_NEG05_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG05_FOT01.jpg
26,HD_CP01_EXP01_NEG05_FOT02,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio. Se encuentran sentados en una mesa y están viendo hacia arriba.,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT02/MEDIA/HD_CP01_EXP01_NEG05_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG05_FOT02.jpg
27,HD_CP01_EXP01_NEG05_FOT03,CP01,EXP01,Negativo,,"Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio. Se encuentran sentedos en una mesa, en esta ocasión están mirando directamente a la cámara. ",Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT03/MEDIA/HD_CP01_EXP01_NEG05_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG05_FOT03.jpg
28,HD_CP01_EXP01_NEG05_FOT04,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz al frente de una rocola. ,Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT04/MEDIA/HD_CP01_EXP01_NEG05_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG05_FOT04.jpg
29,HD_CP01_EXP01_NEG05_FOT05,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio. Se encuentran sentados en una mesa. Jorge Díaz está mirando hacia arriba y Álvaro está viendo hacia la cámara.,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT05/MEDIA/HD_CP01_EXP01_NEG05_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG05_FOT05.jpg
30,HD_CP01_EXP01_NEG05_FOT06,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Álvaro y Jorge Díaz en un comercio. Se encuentran sentados en una mesa y están viendo hacia arriba. ,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT06/MEDIA/HD_CP01_EXP01_NEG05_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG05/HD_CP01_EXP01_NEG05_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG05_FOT06.jpg
31,HD_CP01_EXP01_NEG06_FOT01,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz en un comercio. Se encuentran sentados en una mesa.,Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT01/MEDIA/HD_CP01_EXP01_NEG06_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG06_FOT01.jpg
32,HD_CP01_EXP01_NEG06_FOT02,CP01,EXP01,Negativo,,Fotografías tomada por Hernán Díaz a los mellizos Álvaro y Jorge Díaz en el parque La Independencia volando aviones de juguete. ,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT02/MEDIA/HD_CP01_EXP01_NEG06_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG06_FOT02.jpg
33,HD_CP01_EXP01_NEG06_FOT03,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a uno de los mellizos volando aviones de juguete en el parque La Independencia. ,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT03/MEDIA/HD_CP01_EXP01_NEG06_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG06_FOT03.jpg
34,HD_CP01_EXP01_NEG06_FOT04,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a uno de los mellizos volando aviones de juguete en el parque La Independencia.,Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT04/MEDIA/HD_CP01_EXP01_NEG06_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG06_FOT04.jpg
35,HD_CP01_EXP01_NEG06_FOT05,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz volando aviones de juguete en el parque La Independencia. ,Hernán Díaz ,,,Blanco y negro,35 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT05/MEDIA/HD_CP01_EXP01_NEG06_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG06_FOT05.jpg
36,HD_CP01_EXP01_NEG06_FOT06,CP01,EXP01,Negativo,,Fotografía tomada por Hernán Díaz a los mellizos Jorge y Álvaro Díaz volando aviones de juguete en el parque La Independencia.,Hernán Díaz ,,,Blanco y negro,35 mm,,1,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT06,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT06/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT06/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT06/MEDIA/HD_CP01_EXP01_NEG06_FOT06.jpg,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT06/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP01/HD_CP01_EXP01/HD_CP01_EXP01_NEG06/HD_CP01_EXP01_NEG06_FOT06/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP01_EXP01_NEG06_FOT06.jpg
